TipusCasData,ComarcaCodi,ComarcaDescripcio,MunicipiCodi,MunicipiDescripcio,SexeCodi,SexeDescripcio,TipusCasDescripcio,NumCasos
27/03/2020,01,Alt Camp,43034,Bràfim,0,Home,Sospitós,1
27/03/2020,07,Bages,08213,Sant Fruitós de Bages,0,Home,Positiu,2
27/03/2020,41,Vallès Oriental,08135,Montmeló,1,Dona,Positiu,2
27/03/2020,41,Vallès Oriental,08136,Montornès del Vallès,0,Home,Positiu,3
27/03/2020,41,Vallès Oriental,08136,Montornès del Vallès,1,Dona,Positiu,2
27/03/2020,41,Vallès Oriental,08136,Montornès del Vallès,1,Dona,Sospitós,1
27/03/2020,07,Bages,08192,Santpedor,1,Dona,Sospitós,3
27/03/2020,41,Vallès Oriental,08159,Parets del Vallès,0,Home,Positiu,5
27/03/2020,41,Vallès Oriental,08159,Parets del Vallès,1,Dona,Positiu,8
27/03/2020,41,Vallès Oriental,08159,Parets del Vallès,1,Dona,Sospitós,3
27/03/2020,41,Vallès Oriental,08181,La Roca del Vallès,0,Home,Positiu,4
27/03/2020,07,Bages,08192,Santpedor,0,Home,Sospitós,2
27/03/2020,41,Vallès Oriental,08181,La Roca del Vallès,1,Dona,Sospitós,1
27/03/2020,41,Vallès Oriental,08198,Sant Antoni de Vilamajor,0,Home,Positiu,2
27/03/2020,41,Vallès Oriental,08198,Sant Antoni de Vilamajor,0,Home,Sospitós,1
27/03/2020,20,Gironès,17049,Celrà,1,Dona,Sospitós,1
27/03/2020,41,Vallès Oriental,08198,Sant Antoni de Vilamajor,1,Dona,Positiu,1
27/03/2020,41,Vallès Oriental,08198,Sant Antoni de Vilamajor,1,Dona,Sospitós,1
27/03/2020,41,Vallès Oriental,08202,Sant Celoni,0,Home,Positiu,2
27/03/2020,41,Vallès Oriental,08202,Sant Celoni,0,Home,Sospitós,3
27/03/2020,41,Vallès Oriental,08202,Sant Celoni,1,Dona,Positiu,3
27/03/2020,07,Bages,08191,Sallent,1,Dona,Sospitós,2
27/03/2020,41,Vallès Oriental,08209,Sant Fost de Campsentelles,0,Home,Positiu,1
27/03/2020,41,Vallès Oriental,08209,Sant Fost de Campsentelles,0,Home,Sospitós,3
27/03/2020,41,Vallès Oriental,08209,Sant Fost de Campsentelles,1,Dona,Positiu,1
27/03/2020,41,Vallès Oriental,08209,Sant Fost de Campsentelles,1,Dona,Sospitós,3
27/03/2020,07,Bages,08191,Sallent,0,Home,Sospitós,1
27/03/2020,41,Vallès Oriental,08210,Sant Feliu de Codines,1,Dona,Positiu,1
27/03/2020,07,Bages,08182,El Pont de Vilomara i Rocafort,1,Dona,Sospitós,1
27/03/2020,41,Vallès Oriental,08234,Sant Pere de Vilamajor,1,Dona,Positiu,1
27/03/2020,41,Vallès Oriental,08248,Santa Eulàlia de Ronçana,0,Home,Positiu,1
27/03/2020,07,Bages,08182,El Pont de Vilomara i Rocafort,0,Home,Sospitós,1
27/03/2020,07,Bages,08182,El Pont de Vilomara i Rocafort,0,Home,Positiu,2
27/03/2020,41,Vallès Oriental,08259,Santa Maria de Palautordera,0,Home,Positiu,2
27/03/2020,41,Vallès Oriental,08259,Santa Maria de Palautordera,1,Dona,Positiu,1
27/03/2020,41,Vallès Oriental,08259,Santa Maria de Palautordera,1,Dona,Sospitós,1
27/03/2020,41,Vallès Oriental,08294,Vallgorguina,0,Home,Positiu,1
27/03/2020,41,Vallès Oriental,08294,Vallgorguina,0,Home,Sospitós,1
27/03/2020,41,Vallès Oriental,08296,Vallromanes,0,Home,Sospitós,1
27/03/2020,41,Vallès Oriental,08296,Vallromanes,1,Dona,Positiu,1
27/03/2020,41,Vallès Oriental,08902,Vilanova del Vallès,1,Dona,Positiu,1
27/03/2020,41,Vallès Oriental,08902,Vilanova del Vallès,1,Dona,Sospitós,1
27/03/2020,42,Moianès,08034,Calders,1,Dona,Sospitós,2
27/03/2020,42,Moianès,08064,Castellterçol,1,Dona,Positiu,1
27/03/2020,42,Moianès,08128,Monistrol de Calders,0,Home,Positiu,1
27/03/2020,07,Bages,08140,Navarcles,1,Dona,Sospitós,2
27/03/2020,07,Bages,08140,Navarcles,1,Dona,Positiu,1
27/03/2020,14,Berguedà ,08022,Berga,0,Home,Sospitós,1
27/03/2020,14,Berguedà ,08049,Casserres,1,Dona,Sospitós,2
27/03/2020,01,Alt Camp,43005,Alcover,1,Dona,Sospitós,2
27/03/2020,02,Alt Empordà ,17047,Castelló d'Empúries,1,Dona,Positiu,1
27/03/2020,10,Baix Empordà ,17181,Santa Cristina d'Aro,0,Home,Sospitós,1
27/03/2020,22,Montsià ,43014,Amposta,1,Dona,Sospitós,2
27/03/2020,22,Montsià ,43136,Sant Carles de la Ràpita,1,Dona,Sospitós,1
27/03/2020,14,Berguedà ,08016,Bagà,1,Dona,Positiu,1
27/03/2020,25,Pallars Jussà ,25234,Tremp,0,Home,Sospitós,3
27/03/2020,02,Alt Empordà ,17088,Lladó,1,Dona,Positiu,1
27/03/2020,10,Baix Empordà ,17110,Mont-Ras,1,Dona,Positiu,1
27/03/2020,14,Berguedà ,08268,Cercs,1,Dona,Sospitós,1
27/03/2020,07,Bages,08113,Manresa,1,Dona,Sospitós,21
27/03/2020,07,Bages,08113,Manresa,1,Dona,Positiu,15
27/03/2020,02,Alt Empordà ,17088,Lladó,0,Home,Sospitós,1
27/03/2020,10,Baix Empordà ,17013,Begur,1,Dona,Sospitós,1
27/03/2020,33,Segrià ,25120,Lleida,1,Dona,Positiu,20
27/03/2020,07,Bages,08113,Manresa,0,Home,Sospitós,6
27/03/2020,07,Bages,08113,Manresa,0,Home,Positiu,11
27/03/2020,10,Baix Empordà ,17022,La Bisbal d'Empordà,1,Dona,Sospitós,3
27/03/2020,25,Pallars Jussà ,25234,Tremp,1,Dona,Positiu,2
27/03/2020,33,Segrià ,25013,Alfarràs,1,Dona,Sospitós,3
27/03/2020,25,Pallars Jussà ,25171,La Pobla de Segur,0,Home,Sospitós,2
27/03/2020,07,Bages,08098,Sant Salvador de Guardiola,1,Dona,Positiu,1
27/03/2020,02,Alt Empordà ,17062,L'Escala,1,Dona,Sospitós,1
27/03/2020,33,Segrià ,25232,Torres del Segre,1,Dona,Sospitós,1
27/03/2020,02,Alt Empordà ,17223,Vilajuïga,1,Dona,Sospitós,1
27/03/2020,33,Segrià ,25011,Alcarràs,0,Home,Positiu,2
27/03/2020,33,Segrià ,25011,Alcarràs,0,Home,Sospitós,1
27/03/2020,07,Bages,08098,Sant Salvador de Guardiola,0,Home,Sospitós,1
27/03/2020,07,Bages,08084,Fonollosa,1,Dona,Sospitós,2
27/03/2020,10,Baix Empordà ,17034,Calonge i Sant Antoni,0,Home,Positiu,1
27/03/2020,02,Alt Empordà ,17074,Fortià,1,Dona,Sospitós,1
27/03/2020,02,Alt Empordà ,17066,Figueres,1,Dona,Sospitós,7
27/03/2020,02,Alt Empordà ,17047,Castelló d'Empúries,1,Dona,Sospitós,2
27/03/2020,10,Baix Empordà ,17117,Palafrugell,0,Home,Sospitós,1
27/03/2020,14,Berguedà ,08016,Bagà,1,Dona,Sospitós,2
27/03/2020,07,Bages,08061,Castellgalí,0,Home,Sospitós,1
27/03/2020,02,Alt Empordà ,17228,Vilanant,1,Dona,Sospitós,1
27/03/2020,10,Baix Empordà ,17153,Rupià,0,Home,Positiu,1
27/03/2020,33,Segrià ,25053,Benavent de Segrià,1,Dona,Positiu,1
27/03/2020,07,Bages,08047,Cardona,1,Dona,Sospitós,1
27/03/2020,07,Bages,08047,Cardona,1,Dona,Positiu,3
27/03/2020,02,Alt Empordà ,17221,Vilafant,0,Home,Positiu,2
27/03/2020,10,Baix Empordà ,17160,Sant Feliu de Guíxols,1,Dona,Sospitós,2
27/03/2020,10,Baix Empordà ,17013,Begur,0,Home,Sospitós,3
27/03/2020,07,Bages,08047,Cardona,0,Home,Sospitós,1
27/03/2020,07,Bages,08047,Cardona,0,Home,Positiu,1
27/03/2020,16,Conca de Barberà ,43139,Santa Coloma de Queralt,1,Dona,Sospitós,1
27/03/2020,10,Baix Empordà ,17181,Santa Cristina d'Aro,1,Dona,Sospitós,1
27/03/2020,22,Montsià ,43014,Amposta,1,Dona,Positiu,1
27/03/2020,10,Baix Empordà ,17048,Castell-Platja d'Aro,0,Home,Positiu,1
27/03/2020,22,Montsià ,43077,Mas de Barberans,0,Home,Sospitós,1
27/03/2020,10,Baix Empordà ,17199,Torroella de Montgrí,1,Dona,Sospitós,2
27/03/2020,25,Pallars Jussà ,25171,La Pobla de Segur,1,Dona,Sospitós,2
27/03/2020,07,Bages,08012,Avinyó,1,Dona,Sospitós,1
27/03/2020,02,Alt Empordà ,17187,Saus Camallera i Llampaies,0,Home,Positiu,1
27/03/2020,02,Alt Empordà ,17066,Figueres,0,Home,Positiu,6
27/03/2020,02,Alt Empordà ,17120,Palau-Saverdera,1,Dona,Positiu,1
27/03/2020,16,Conca de Barberà ,43139,Santa Coloma de Queralt,1,Dona,Positiu,1
27/03/2020,10,Baix Empordà ,17048,Castell-Platja d'Aro,1,Dona,Positiu,1
27/03/2020,14,Berguedà ,08049,Casserres,0,Home,Positiu,1
27/03/2020,10,Baix Empordà ,17034,Calonge i Sant Antoni,0,Home,Sospitós,1
27/03/2020,10,Baix Empordà ,17901,Cruïlles Monells i Sant Sadurní de l'Heura,0,Home,Positiu,1
27/03/2020,14,Berguedà ,08011,Avià,0,Home,Positiu,2
27/03/2020,33,Segrià ,25011,Alcarràs,1,Dona,Sospitós,1
27/03/2020,14,Berguedà ,08022,Berga,1,Dona,Sospitós,4
27/03/2020,06,Anoia,08302,Vilanova del Camí,1,Dona,Sospitós,3
27/03/2020,06,Anoia,08302,Vilanova del Camí,1,Dona,Positiu,2
27/03/2020,10,Baix Empordà ,17022,La Bisbal d'Empordà,0,Home,Sospitós,1
27/03/2020,33,Segrià ,25023,Alpicat,0,Home,Sospitós,1
27/03/2020,14,Berguedà ,08175,Puig-Reig,0,Home,Sospitós,1
27/03/2020,14,Berguedà ,08022,Berga,1,Dona,Positiu,5
27/03/2020,06,Anoia,08302,Vilanova del Camí,0,Home,Sospitós,1
27/03/2020,06,Anoia,08302,Vilanova del Camí,0,Home,Positiu,1
27/03/2020,25,Pallars Jussà ,25171,La Pobla de Segur,1,Dona,Positiu,2
27/03/2020,14,Berguedà ,08175,Puig-Reig,1,Dona,Sospitós,1
27/03/2020,02,Alt Empordà ,17152,Roses,1,Dona,Positiu,1
27/03/2020,02,Alt Empordà ,17135,Pont de Molins,1,Dona,Sospitós,1
27/03/2020,02,Alt Empordà ,17047,Castelló d'Empúries,0,Home,Sospitós,2
27/03/2020,02,Alt Empordà ,17042,Capmany,0,Home,Positiu,1
27/03/2020,22,Montsià ,43138,Santa Bàrbara,1,Dona,Positiu,1
27/03/2020,02,Alt Empordà ,17062,L'Escala,0,Home,Positiu,2
27/03/2020,26,Pallars Sobirà ,25123,Lladorre,1,Dona,Sospitós,1
27/03/2020,33,Segrià ,25012,Alcoletge,0,Home,Positiu,1
27/03/2020,06,Anoia,08292,Vallbona d'Anoia,1,Dona,Sospitós,3
27/03/2020,06,Anoia,08292,Vallbona d'Anoia,1,Dona,Positiu,1
27/03/2020,14,Berguedà ,08092,Gironella,1,Dona,Sospitós,4
27/03/2020,10,Baix Empordà ,17117,Palafrugell,0,Home,Positiu,1
27/03/2020,10,Baix Empordà ,17034,Calonge i Sant Antoni,1,Dona,Sospitós,3
27/03/2020,14,Berguedà ,08099,Guardiola de Berguedà,1,Dona,Sospitós,1
27/03/2020,02,Alt Empordà ,17092,Llançà,1,Dona,Sospitós,3
27/03/2020,33,Segrià ,25120,Lleida,0,Home,Sospitós,8
27/03/2020,10,Baix Empordà ,17126,Parlavà,0,Home,Positiu,1
27/03/2020,02,Alt Empordà ,17093,Llers,1,Dona,Positiu,1
27/03/2020,06,Anoia,08250,Santa Margarida de Montbui,1,Dona,Sospitós,5
27/03/2020,06,Anoia,08250,Santa Margarida de Montbui,1,Dona,Positiu,1
27/03/2020,02,Alt Empordà ,17175,Sant Miquel de Fluvià,1,Dona,Positiu,1
27/03/2020,10,Baix Empordà ,17130,La Pera,1,Dona,Sospitós,1
27/03/2020,10,Baix Empordà ,17118,Palamós,1,Dona,Positiu,2
27/03/2020,22,Montsià ,43062,Freginals,1,Dona,Positiu,1
27/03/2020,14,Berguedà ,08268,Cercs,0,Home,Positiu,1
27/03/2020,10,Baix Empordà ,17117,Palafrugell,1,Dona,Sospitós,6
27/03/2020,06,Anoia,08250,Santa Margarida de Montbui,0,Home,Sospitós,1
27/03/2020,10,Baix Empordà ,17199,Torroella de Montgrí,0,Home,Positiu,1
27/03/2020,10,Baix Empordà ,17110,Mont-Ras,0,Home,Positiu,1
27/03/2020,06,Anoia,08250,Santa Margarida de Montbui,0,Home,Positiu,2
27/03/2020,33,Segrià ,25232,Torres del Segre,0,Home,Sospitós,1
27/03/2020,10,Baix Empordà ,17160,Sant Feliu de Guíxols,0,Home,Sospitós,1
27/03/2020,02,Alt Empordà ,17066,Figueres,0,Home,Sospitós,5
27/03/2020,10,Baix Empordà ,17209,Vall-Llobrega,1,Dona,Sospitós,1
27/03/2020,10,Baix Empordà ,17118,Palamós,0,Home,Positiu,2
27/03/2020,,,,(Altres municipis),1,Dona,Sospitós,3
27/03/2020,25,Pallars Jussà ,25234,Tremp,1,Dona,Sospitós,9
27/03/2020,06,Anoia,08226,Sant Martí de Tous,0,Home,Sospitós,1
27/03/2020,33,Segrià ,25120,Lleida,0,Home,Positiu,14
27/03/2020,02,Alt Empordà ,17102,Maçanet de Cabrenys,0,Home,Sospitós,1
27/03/2020,06,Anoia,08165,La Pobla de Claramunt,1,Dona,Sospitós,1
27/03/2020,22,Montsià ,43014,Amposta,0,Home,Sospitós,1
27/03/2020,02,Alt Empordà ,17066,Figueres,1,Dona,Positiu,2
27/03/2020,10,Baix Empordà ,17160,Sant Feliu de Guíxols,1,Dona,Positiu,1
27/03/2020,10,Baix Empordà ,17117,Palafrugell,1,Dona,Positiu,2
27/03/2020,02,Alt Empordà ,17175,Sant Miquel de Fluvià,0,Home,Positiu,1
27/03/2020,33,Segrià ,25204,Seròs,0,Home,Positiu,1
27/03/2020,33,Segrià ,25013,Alfarràs,0,Home,Positiu,1
27/03/2020,22,Montsià ,43014,Amposta,0,Home,Positiu,1
27/03/2020,06,Anoia,08162,Els Hostalets de Pierola,0,Home,Sospitós,1
27/03/2020,06,Anoia,08161,Piera,1,Dona,Sospitós,2
27/03/2020,06,Anoia,08161,Piera,1,Dona,Positiu,1
27/03/2020,06,Anoia,08161,Piera,0,Home,Sospitós,2
27/03/2020,13,Barcelonès,08245,Santa Coloma de Gramenet,1,Dona,Sospitós,18
27/03/2020,36,Tarragonès,43153,Torredembarra,1,Dona,Sospitós,2
27/03/2020,06,Anoia,08143,Òdena,1,Dona,Sospitós,2
27/03/2020,11,Baix Llobregat,08301,Viladecans,0,Home,Sospitós,5
27/03/2020,06,Anoia,08119,Masquefa,1,Dona,Sospitós,1
27/03/2020,08,Baix Camp,43129,Riudoms,0,Home,Positiu,1
27/03/2020,06,Anoia,08119,Masquefa,0,Home,Sospitós,1
27/03/2020,06,Anoia,08104,La Llacuna,0,Home,Positiu,1
27/03/2020,13,Barcelonès,08194,Sant Adrià del Besòs,0,Home,Sospitós,3
27/03/2020,06,Anoia,08103,Jorba,1,Dona,Sospitós,3
27/03/2020,06,Anoia,08103,Jorba,1,Dona,Positiu,1
27/03/2020,06,Anoia,08102,Igualada,1,Dona,Positiu,9
27/03/2020,08,Baix Camp,43009,Alforja,1,Dona,Sospitós,1
27/03/2020,13,Barcelonès,08194,Sant Adrià del Besòs,1,Dona,Sospitós,2
27/03/2020,06,Anoia,08063,Castellolí,0,Home,Sospitós,1
27/03/2020,06,Anoia,08048,Carme,1,Dona,Sospitós,1
27/03/2020,06,Anoia,08044,Capellades,0,Home,Sospitós,1
27/03/2020,06,Anoia,08044,Capellades,0,Home,Positiu,1
27/03/2020,06,Anoia,08031,Calaf,1,Dona,Sospitós,1
27/03/2020,06,Anoia,08031,Calaf,0,Home,Sospitós,1
27/03/2020,06,Anoia,08031,Calaf,0,Home,Positiu,1
27/03/2020,05,Alta Ribagorça,25043,La Vall de Boí,1,Dona,Positiu,1
27/03/2020,,,,No classificat,1,Dona,Sospitós,7
27/03/2020,04,Alt Urgell,25203,La Seu d'Urgell,1,Dona,Sospitós,1
27/03/2020,04,Alt Urgell,25203,La Seu d'Urgell,0,Home,Sospitós,1
27/03/2020,04,Alt Urgell,25203,La Seu d'Urgell,0,Home,Positiu,2
27/03/2020,04,Alt Urgell,25149,Oliana,1,Dona,Sospitós,1
27/03/2020,03,Alt Penedès,08305,Vilafranca del Penedès,1,Dona,Sospitós,6
27/03/2020,03,Alt Penedès,08305,Vilafranca del Penedès,1,Dona,Positiu,1
27/03/2020,06,Anoia,08102,Igualada,0,Home,Positiu,11
27/03/2020,03,Alt Penedès,08305,Vilafranca del Penedès,0,Home,Sospitós,2
27/03/2020,03,Alt Penedès,08305,Vilafranca del Penedès,0,Home,Positiu,4
27/03/2020,03,Alt Penedès,08288,Torrelles de Foix,1,Dona,Positiu,1
27/03/2020,03,Alt Penedès,08288,Torrelles de Foix,0,Home,Sospitós,1
27/03/2020,03,Alt Penedès,08288,Torrelles de Foix,0,Home,Positiu,1
27/03/2020,03,Alt Penedès,08287,Torrelavit,0,Home,Sospitós,1
27/03/2020,03,Alt Penedès,08273,Subirats,1,Dona,Sospitós,2
27/03/2020,19,Garrotxa,17019,Besalú,1,Dona,Sospitós,2
27/03/2020,13,Barcelonès,08015,Badalona,0,Home,Sospitós,30
27/03/2020,03,Alt Penedès,08251,Santa Margarida i els Monjos,1,Dona,Sospitós,2
27/03/2020,10,Baix Empordà ,17118,Palamós,1,Dona,Sospitós,10
27/03/2020,03,Alt Penedès,08240,Sant Sadurní d'Anoia,0,Home,Positiu,1
27/03/2020,03,Alt Penedès,08236,Sant Quintí de Mediona,0,Home,Positiu,1
27/03/2020,03,Alt Penedès,08222,Sant Llorenç d'Hortons,1,Dona,Positiu,1
27/03/2020,03,Alt Penedès,08222,Sant Llorenç d'Hortons,0,Home,Sospitós,1
27/03/2020,06,Anoia,08102,Igualada,1,Dona,Sospitós,30
27/03/2020,03,Alt Penedès,08145,Olèrdola,1,Dona,Sospitós,1
27/03/2020,03,Alt Penedès,08122,Mediona,1,Dona,Positiu,2
27/03/2020,03,Alt Penedès,08122,Mediona,0,Home,Positiu,2
27/03/2020,03,Alt Penedès,08094,La Granada,1,Dona,Positiu,1
27/03/2020,28,Pla de l'Estany,17065,Esponellà,1,Dona,Sospitós,1
27/03/2020,03,Alt Penedès,08094,La Granada,0,Home,Positiu,1
27/03/2020,03,Alt Penedès,08091,Gelida,1,Dona,Sospitós,1
27/03/2020,03,Alt Penedès,08091,Gelida,1,Dona,Positiu,1
27/03/2020,03,Alt Penedès,08091,Gelida,0,Home,Sospitós,1
27/03/2020,03,Alt Penedès,08027,Les Cabanyes,0,Home,Sospitós,1
27/03/2020,33,Segrià ,25120,Lleida,1,Dona,Sospitós,21
27/03/2020,,,,(Altres municipis),0,Home,Sospitós,1
27/03/2020,40,Vallès Occidental,08184,Rubí,1,Dona,Sospitós,8
27/03/2020,12,Baix Penedès,43163,El Vendrell,0,Home,Positiu,2
27/03/2020,12,Baix Penedès,43163,El Vendrell,1,Dona,Positiu,1
27/03/2020,13,Barcelonès,08015,Badalona,0,Home,Positiu,28
27/03/2020,13,Barcelonès,08015,Badalona,1,Dona,Positiu,31
27/03/2020,13,Barcelonès,08015,Badalona,1,Dona,Sospitós,39
27/03/2020,13,Barcelonès,08019,Barcelona,1,Dona,Positiu,232
27/03/2020,13,Barcelonès,08019,Barcelona,0,Home,Sospitós,143
27/03/2020,13,Barcelonès,08101,L'Hospitalet de Llobregat,0,Home,Positiu,48
27/03/2020,13,Barcelonès,08101,L'Hospitalet de Llobregat,0,Home,Sospitós,8
26/03/2020,11,Baix Llobregat,08072,Corbera de Llobregat,0,Home,Sospitós,1
26/03/2020,30,Ribera d'Ebre,43019,Ascó,1,Dona,Sospitós,1
26/03/2020,11,Baix Llobregat,08077,Esplugues de Llobregat,0,Home,Sospitós,1
26/03/2020,11,Baix Llobregat,08077,Esplugues de Llobregat,0,Home,Positiu,5
26/03/2020,41,Vallès Oriental,08159,Parets del Vallès,1,Dona,Sospitós,3
26/03/2020,07,Bages,08192,Santpedor,1,Dona,Positiu,3
26/03/2020,20,Gironès,17089,Llagostera,1,Dona,Sospitós,2
26/03/2020,41,Vallès Oriental,08107,Lliçà d'Amunt,0,Home,Positiu,1
26/03/2020,30,Ribera d'Ebre,43093,Móra d'Ebre,1,Dona,Sospitós,2
26/03/2020,30,Ribera d'Ebre,43121,Rasquera,1,Dona,Sospitós,1
26/03/2020,41,Vallès Oriental,08159,Parets del Vallès,0,Home,Sospitós,4
26/03/2020,41,Vallès Oriental,08159,Parets del Vallès,0,Home,Positiu,1
26/03/2020,07,Bages,08192,Santpedor,1,Dona,Sospitós,1
26/03/2020,21,Maresme,08126,Montgat,1,Dona,Sospitós,2
26/03/2020,11,Baix Llobregat,08072,Corbera de Llobregat,1,Dona,Positiu,1
26/03/2020,31,Ripollès,17036,Campdevànol,0,Home,Sospitós,1
26/03/2020,11,Baix Llobregat,08076,Esparreguera,1,Dona,Sospitós,1
26/03/2020,41,Vallès Oriental,08136,Montornès del Vallès,1,Dona,Sospitós,1
26/03/2020,41,Vallès Oriental,08136,Montornès del Vallès,1,Dona,Positiu,3
26/03/2020,41,Vallès Oriental,08107,Lliçà d'Amunt,1,Dona,Positiu,1
26/03/2020,31,Ripollès,17134,Planoles,0,Home,Positiu,1
26/03/2020,31,Ripollès,17145,Ribes de Freser,0,Home,Sospitós,1
26/03/2020,31,Ripollès,17147,Ripoll,0,Home,Positiu,2
26/03/2020,31,Ripollès,17147,Ripoll,0,Home,Sospitós,1
26/03/2020,13,Barcelonès,08015,Badalona,0,Home,Sospitós,15
26/03/2020,41,Vallès Oriental,08136,Montornès del Vallès,0,Home,Positiu,5
26/03/2020,40,Vallès Occidental,08205,Sant Cugat del Vallès,0,Home,Positiu,22
26/03/2020,41,Vallès Oriental,08135,Montmeló,1,Dona,Sospitós,2
26/03/2020,41,Vallès Oriental,08135,Montmeló,1,Dona,Positiu,1
26/03/2020,07,Bages,08213,Sant Fruitós de Bages,0,Home,Positiu,2
26/03/2020,07,Bages,08213,Sant Fruitós de Bages,0,Home,Sospitós,2
26/03/2020,07,Bages,08218,Sant Joan de Vilatorrada,0,Home,Sospitós,1
26/03/2020,31,Ripollès,17147,Ripoll,1,Dona,Positiu,4
26/03/2020,41,Vallès Oriental,08108,Lliçà de Vall,0,Home,Positiu,1
26/03/2020,41,Vallès Oriental,08135,Montmeló,0,Home,Sospitós,1
26/03/2020,41,Vallès Oriental,08135,Montmeló,0,Home,Positiu,2
26/03/2020,31,Ripollès,17167,Sant Joan de les Abadesses,1,Dona,Positiu,1
26/03/2020,07,Bages,08218,Sant Joan de Vilatorrada,0,Home,Positiu,4
26/03/2020,32,Segarra,25072,Cervera,0,Home,Positiu,1
26/03/2020,32,Segarra,25072,Cervera,0,Home,Sospitós,1
26/03/2020,41,Vallès Oriental,08108,Lliçà de Vall,1,Dona,Positiu,2
26/03/2020,13,Barcelonès,08245,Santa Coloma de Gramenet,1,Dona,Positiu,9
26/03/2020,13,Barcelonès,08245,Santa Coloma de Gramenet,1,Dona,Sospitós,14
26/03/2020,11,Baix Llobregat,08073,Cornellà de Llobregat,0,Home,Positiu,4
26/03/2020,40,Vallès Occidental,08279,Terrassa,1,Dona,Positiu,56
26/03/2020,11,Baix Llobregat,08073,Cornellà de Llobregat,0,Home,Sospitós,2
26/03/2020,12,Baix Penedès,43051,Cunit,1,Dona,Sospitós,1
26/03/2020,32,Segarra,25072,Cervera,1,Dona,Sospitós,2
26/03/2020,32,Segarra,25110,Guissona,0,Home,Positiu,2
26/03/2020,32,Segarra,25110,Guissona,0,Home,Sospitós,1
26/03/2020,41,Vallès Oriental,08124,Mollet del Vallès,1,Dona,Sospitós,8
26/03/2020,41,Vallès Oriental,08124,Mollet del Vallès,1,Dona,Positiu,8
26/03/2020,41,Vallès Oriental,08115,Martorelles,0,Home,Sospitós,1
26/03/2020,07,Bages,08213,Sant Fruitós de Bages,1,Dona,Positiu,1
26/03/2020,11,Baix Llobregat,08147,Olesa de Montserrat,0,Home,Positiu,5
26/03/2020,12,Baix Penedès,43051,Cunit,1,Dona,Positiu,2
26/03/2020,07,Bages,08213,Sant Fruitós de Bages,1,Dona,Sospitós,1
26/03/2020,32,Segarra,25110,Guissona,1,Dona,Positiu,4
26/03/2020,32,Segarra,25110,Guissona,1,Dona,Sospitós,1
26/03/2020,32,Segarra,25192,Sant Guim de Freixenet,1,Dona,Sospitós,1
26/03/2020,32,Segarra,25223,Torà,1,Dona,Sospitós,1
26/03/2020,41,Vallès Oriental,08115,Martorelles,1,Dona,Sospitós,2
26/03/2020,11,Baix Llobregat,08073,Cornellà de Llobregat,1,Dona,Sospitós,7
26/03/2020,11,Baix Llobregat,08073,Cornellà de Llobregat,1,Dona,Positiu,8
26/03/2020,32,Segarra,25905,Ribera d'Ondara,1,Dona,Positiu,1
26/03/2020,41,Vallès Oriental,08124,Mollet del Vallès,0,Home,Sospitós,5
26/03/2020,41,Vallès Oriental,08124,Mollet del Vallès,0,Home,Positiu,4
26/03/2020,11,Baix Llobregat,08301,Viladecans,1,Dona,Positiu,9
26/03/2020,19,Garrotxa,17019,Besalú,1,Dona,Sospitós,1
26/03/2020,12,Baix Penedès,43051,Cunit,0,Home,Sospitós,2
26/03/2020,40,Vallès Occidental,08179,Rellinars,1,Dona,Sospitós,1
26/03/2020,40,Vallès Occidental,08184,Rubí,1,Dona,Sospitós,7
26/03/2020,12,Baix Penedès,43051,Cunit,0,Home,Positiu,2
26/03/2020,,,,No classificat,0,Home,Sospitós,19
26/03/2020,38,Urgell,25242,Verdú,1,Dona,Positiu,1
26/03/2020,12,Baix Penedès,43037,Calafell,1,Dona,Sospitós,2
26/03/2020,35,Solsonès,25186,Riner,1,Dona,Positiu,1
26/03/2020,12,Baix Penedès,43037,Calafell,0,Home,Sospitós,2
26/03/2020,11,Baix Llobregat,08077,Esplugues de Llobregat,1,Dona,Sospitós,7
26/03/2020,12,Baix Penedès,43020,Banyeres del Penedès,1,Dona,Sospitós,3
26/03/2020,36,Tarragonès,43148,Tarragona,1,Dona,Positiu,10
26/03/2020,12,Baix Penedès,43020,Banyeres del Penedès,0,Home,Sospitós,1
26/03/2020,14,Berguedà ,08022,Berga,1,Dona,Positiu,4
26/03/2020,12,Baix Penedès,43020,Banyeres del Penedès,0,Home,Positiu,1
26/03/2020,40,Vallès Occidental,08187,Sabadell,0,Home,Positiu,57
26/03/2020,40,Vallès Occidental,08187,Sabadell,0,Home,Sospitós,15
26/03/2020,03,Alt Penedès,08058,Castellet i la Gornal,0,Home,Sospitós,1
26/03/2020,11,Baix Llobregat,08301,Viladecans,0,Home,Positiu,13
26/03/2020,15,Cerdanya,17006,Alp,0,Home,Positiu,1
26/03/2020,11,Baix Llobregat,08905,La Palma de Cervelló,1,Dona,Sospitós,1
26/03/2020,36,Tarragonès,43907,La Canonja,1,Dona,Sospitós,1
26/03/2020,03,Alt Penedès,08091,Gelida,1,Dona,Positiu,1
26/03/2020,03,Alt Penedès,08091,Gelida,1,Dona,Sospitós,1
26/03/2020,15,Cerdanya,17141,Puigcerdà,1,Dona,Positiu,1
26/03/2020,15,Cerdanya,17141,Puigcerdà,1,Dona,Sospitós,2
26/03/2020,15,Cerdanya,25051,Bellver de Cerdanya,0,Home,Positiu,1
