TipusCasData,ComarcaCodi,ComarcaDescripcio,MunicipiCodi,MunicipiDescripcio,SexeCodi,SexeDescripcio,TipusCasDescripcio,NumCasos
22/04/2020,,,,(Altres municipis),1,Dona,Sospitós,2
22/04/2020,36,Tarragonès,43012,Altafulla,1,Dona,Sospitós,2
22/04/2020,06,Anoia,08025,El Bruc,1,Dona,Positiu,1
22/04/2020,41,Vallès Oriental,08902,Vilanova del Vallès,1,Dona,Sospitós,1
22/04/2020,07,Bages,08218,Sant Joan de Vilatorrada,1,Dona,Sospitós,2
22/04/2020,02,Alt Empordà ,17041,Cantallops,0,Home,Sospitós,1
22/04/2020,21,Maresme,08163,Pineda de Mar,1,Dona,Sospitós,8
22/04/2020,19,Garrotxa,17046,Castellfollit de la Roca,1,Dona,Sospitós,1
22/04/2020,19,Garrotxa,17114,Olot,1,Dona,Positiu,1
22/04/2020,11,Baix Llobregat,08196,Sant Andreu de la Barca,1,Dona,Positiu,2
22/04/2020,21,Maresme,08264,Sant Vicenç de Montalt,1,Dona,Sospitós,1
22/04/2020,16,Conca de Barberà ,43086,Montblanc,1,Dona,Positiu,1
22/04/2020,21,Maresme,08172,Premià de Mar,0,Home,Sospitós,1
22/04/2020,02,Alt Empordà ,17092,Llançà,1,Dona,Sospitós,5
22/04/2020,21,Maresme,08126,Montgat,1,Dona,Positiu,1
22/04/2020,21,Maresme,08121,Mataró,1,Dona,Positiu,2
22/04/2020,21,Maresme,08035,Calella,1,Dona,Positiu,1
22/04/2020,21,Maresme,08121,Mataró,0,Home,Positiu,1
22/04/2020,28,Pla de l'Estany,17218,Vilademuls,0,Home,Positiu,1
22/04/2020,19,Garrotxa,17185,Sant Joan Les Fonts,1,Dona,Sospitós,3
22/04/2020,21,Maresme,08030,Cabrils,1,Dona,Sospitós,1
22/04/2020,41,Vallès Oriental,08097,Gualba,1,Dona,Sospitós,1
22/04/2020,02,Alt Empordà ,17226,Vilamalla,0,Home,Positiu,1
22/04/2020,11,Baix Llobregat,08114,Martorell,1,Dona,Positiu,3
22/04/2020,22,Montsià ,43044,La Sénia,1,Dona,Sospitós,1
22/04/2020,24,Osona,08269,Seva,1,Dona,Sospitós,1
22/04/2020,14,Berguedà ,08175,Puig-Reig,1,Dona,Positiu,1
22/04/2020,33,Segrià ,25120,Lleida,1,Dona,Positiu,3
22/04/2020,34,Selva,17023,Blanes,0,Home,Positiu,3
22/04/2020,33,Segrià ,25011,Alcarràs,0,Home,Positiu,1
22/04/2020,20,Gironès,17079,Girona,0,Home,Positiu,9
22/04/2020,41,Vallès Oriental,08005,L'Ametlla del Vallès,1,Dona,Sospitós,3
22/04/2020,40,Vallès Occidental,08187,Sabadell,0,Home,Positiu,5
22/04/2020,41,Vallès Oriental,08005,L'Ametlla del Vallès,0,Home,Sospitós,3
22/04/2020,01,Alt Camp,43124,La Riba,0,Home,Sospitós,1
22/04/2020,11,Baix Llobregat,08068,Cervelló,1,Dona,Sospitós,1
22/04/2020,21,Maresme,08003,Alella,0,Home,Sospitós,1
22/04/2020,14,Berguedà ,08022,Berga,0,Home,Positiu,3
22/04/2020,19,Garrotxa,17183,Sant Aniol de Finestres,0,Home,Sospitós,1
22/04/2020,17,Garraf,08307,Vilanova i la Geltrú,0,Home,Positiu,2
22/04/2020,33,Segrià ,25023,Alpicat,0,Home,Sospitós,1
22/04/2020,41,Vallès Oriental,08105,La Llagosta,0,Home,Sospitós,3
22/04/2020,11,Baix Llobregat,08211,Sant Feliu de Llobregat,0,Home,Positiu,1
22/04/2020,03,Alt Penedès,08240,Sant Sadurní d'Anoia,1,Dona,Sospitós,1
22/04/2020,34,Selva,17095,Lloret de Mar,0,Home,Sospitós,19
22/04/2020,11,Baix Llobregat,08217,Sant Joan Despí,1,Dona,Positiu,2
22/04/2020,21,Maresme,08197,Sant Andreu de Llavaneres,1,Dona,Sospitós,3
22/04/2020,07,Bages,08127,Monistrol de Montserrat,1,Dona,Sospitós,2
22/04/2020,20,Gironès,17168,Sant Joan de Mollet,1,Dona,Sospitós,1
22/04/2020,21,Maresme,08009,Argentona,1,Dona,Positiu,1
22/04/2020,02,Alt Empordà ,17120,Palau-Saverdera,0,Home,Sospitós,1
22/04/2020,14,Berguedà ,08092,Gironella,1,Dona,Sospitós,1
22/04/2020,22,Montsià ,43136,Sant Carles de la Ràpita,1,Dona,Sospitós,1
22/04/2020,03,Alt Penedès,08236,Sant Quintí de Mediona,0,Home,Sospitós,1
22/04/2020,36,Tarragonès,43047,Constantí,0,Home,Sospitós,2
22/04/2020,07,Bages,08061,Castellgalí,0,Home,Sospitós,1
22/04/2020,02,Alt Empordà ,17221,Vilafant,0,Home,Sospitós,1
22/04/2020,10,Baix Empordà ,17048,Castell-Platja d'Aro,1,Dona,Positiu,1
22/04/2020,11,Baix Llobregat,08208,Sant Esteve Sesrovires,0,Home,Sospitós,2
22/04/2020,11,Baix Llobregat,08068,Cervelló,0,Home,Sospitós,1
22/04/2020,10,Baix Empordà ,17118,Palamós,0,Home,Positiu,1
22/04/2020,13,Barcelonès,08245,Santa Coloma de Gramenet,1,Dona,Sospitós,38
22/04/2020,24,Osona,08100,Gurb,1,Dona,Positiu,1
22/04/2020,14,Berguedà ,08092,Gironella,0,Home,Sospitós,1
22/04/2020,11,Baix Llobregat,08244,Santa Coloma de Cervelló,1,Dona,Sospitós,4
22/04/2020,40,Vallès Occidental,08054,Castellbisbal,1,Dona,Sospitós,4
22/04/2020,11,Baix Llobregat,08221,Sant Just Desvern,1,Dona,Sospitós,5
22/04/2020,33,Segrià ,25053,Benavent de Segrià,1,Dona,Sospitós,1
22/04/2020,10,Baix Empordà ,17199,Torroella de Montgrí,1,Dona,Sospitós,5
22/04/2020,07,Bages,08191,Sallent,1,Dona,Sospitós,2
22/04/2020,02,Alt Empordà ,17175,Sant Miquel de Fluvià,0,Home,Sospitós,1
22/04/2020,31,Ripollès,17036,Campdevànol,1,Dona,Sospitós,2
22/04/2020,,,,(Altres municipis),0,Home,Sospitós,1
22/04/2020,10,Baix Empordà ,17013,Begur,1,Dona,Sospitós,2
22/04/2020,07,Bages,08018,Balsareny,0,Home,Sospitós,1
22/04/2020,40,Vallès Occidental,08238,Sant Quirze del Vallès,1,Dona,Positiu,1
22/04/2020,40,Vallès Occidental,08184,Rubí,1,Dona,Sospitós,73
22/04/2020,20,Gironès,17166,Sant Jordi Desvalls,1,Dona,Positiu,1
22/04/2020,10,Baix Empordà ,17160,Sant Feliu de Guíxols,0,Home,Positiu,1
22/04/2020,10,Baix Empordà ,17034,Calonge i Sant Antoni,0,Home,Sospitós,1
22/04/2020,03,Alt Penedès,08091,Gelida,1,Dona,Sospitós,1
22/04/2020,24,Osona,08298,Vic,1,Dona,Positiu,3
22/04/2020,34,Selva,17164,Sant Hilari Sacalm,0,Home,Positiu,3
22/04/2020,10,Baix Empordà ,17199,Torroella de Montgrí,1,Dona,Positiu,1
22/04/2020,39,Aran,25059,Bossòst,0,Home,Sospitós,1
22/04/2020,19,Garrotxa,17184,Santa Pau,1,Dona,Sospitós,2
22/04/2020,21,Maresme,08163,Pineda de Mar,0,Home,Sospitós,3
22/04/2020,34,Selva,17193,Sils,0,Home,Positiu,2
22/04/2020,12,Baix Penedès,43163,El Vendrell,1,Dona,Positiu,1
22/04/2020,07,Bages,08047,Cardona,1,Dona,Sospitós,1
22/04/2020,28,Pla de l'Estany,17015,Banyoles,0,Home,Sospitós,3
22/04/2020,15,Cerdanya,17141,Puigcerdà,0,Home,Sospitós,1
22/04/2020,20,Gironès,17142,Quart,0,Home,Sospitós,1
22/04/2020,10,Baix Empordà ,17117,Palafrugell,1,Dona,Sospitós,5
22/04/2020,10,Baix Empordà ,17181,Santa Cristina d'Aro,0,Home,Positiu,1
22/04/2020,34,Selva,17033,Caldes de Malavella,1,Dona,Positiu,1
22/04/2020,11,Baix Llobregat,08211,Sant Feliu de Llobregat,1,Dona,Sospitós,22
22/04/2020,20,Gironès,17073,Fornells de la Selva,1,Dona,Sospitós,1
22/04/2020,17,Garraf,08074,Cubelles,1,Dona,Sospitós,2
22/04/2020,22,Montsià ,43014,Amposta,1,Dona,Sospitós,5
22/04/2020,34,Selva,17008,Anglès,1,Dona,Sospitós,1
22/04/2020,02,Alt Empordà ,17223,Vilajuïga,1,Dona,Sospitós,3
22/04/2020,02,Alt Empordà ,17210,Ventalló,0,Home,Positiu,1
22/04/2020,40,Vallès Occidental,08291,Vacarisses,0,Home,Sospitós,1
22/04/2020,40,Vallès Occidental,08266,Cerdanyola del Vallès,1,Dona,Sospitós,14
22/04/2020,21,Maresme,08006,Arenys de Mar,1,Dona,Sospitós,41
22/04/2020,10,Baix Empordà ,17209,Vall-Llobrega,1,Dona,Positiu,1
22/04/2020,02,Alt Empordà ,17214,Vilabertran,1,Dona,Sospitós,2
22/04/2020,10,Baix Empordà ,17211,Verges,1,Dona,Sospitós,1
22/04/2020,02,Alt Empordà ,17026,Borrassà,0,Home,Sospitós,1
22/04/2020,13,Barcelonès,08194,Sant Adrià del Besòs,0,Home,Positiu,1
22/04/2020,22,Montsià ,43004,Alcanar,0,Home,Sospitós,1
22/04/2020,31,Ripollès,17039,Camprodon,1,Dona,Positiu,1
22/04/2020,21,Maresme,08075,Dosrius,1,Dona,Positiu,1
22/04/2020,01,Alt Camp,43170,Vila-Rodona,0,Home,Sospitós,1
22/04/2020,07,Bages,08002,Aguilar de Segarra,1,Dona,Positiu,1
22/04/2020,40,Vallès Occidental,08904,Badia del Vallès,0,Home,Sospitós,1
22/04/2020,24,Osona,08298,Vic,0,Home,Sospitós,3
22/04/2020,10,Baix Empordà ,17209,Vall-Llobrega,0,Home,Sospitós,1
22/04/2020,21,Maresme,08006,Arenys de Mar,0,Home,Positiu,8
22/04/2020,12,Baix Penedès,43028,La Bisbal del Penedès,0,Home,Sospitós,1
22/04/2020,27,Pla d'Urgell,25048,Bell-Lloc d'Urgell,1,Dona,Sospitós,1
22/04/2020,29,Priorat,43027,La Bisbal de Falset,1,Dona,Sospitós,1
22/04/2020,10,Baix Empordà ,17118,Palamós,1,Dona,Positiu,2
22/04/2020,10,Baix Empordà ,17117,Palafrugell,0,Home,Sospitós,8
22/04/2020,34,Selva,17189,La Cellera de Ter,1,Dona,Sospitós,2
22/04/2020,31,Ripollès,17039,Camprodon,0,Home,Sospitós,1
22/04/2020,06,Anoia,08044,Capellades,0,Home,Sospitós,1
22/04/2020,40,Vallès Occidental,08279,Terrassa,1,Dona,Positiu,19
22/04/2020,21,Maresme,08110,Malgrat de Mar,0,Home,Positiu,1
22/04/2020,24,Osona,08116,Les Masies de Roda,1,Dona,Sospitós,1
22/04/2020,39,Aran,25059,Bossòst,1,Dona,Positiu,1
22/04/2020,15,Cerdanya,25051,Bellver de Cerdanya,1,Dona,Sospitós,1
22/04/2020,11,Baix Llobregat,08157,Pallejà,1,Dona,Sospitós,3
22/04/2020,33,Segrià ,25120,Lleida,0,Home,Sospitós,2
22/04/2020,40,Vallès Occidental,08156,Palau-Solità i Plegamans,1,Dona,Sospitós,6
22/04/2020,02,Alt Empordà ,17054,Colera,1,Dona,Sospitós,1
22/04/2020,06,Anoia,08286,La Torre de Claramunt,0,Home,Sospitós,2
22/04/2020,02,Alt Empordà ,17132,Peralada,1,Dona,Positiu,1
22/04/2020,21,Maresme,08040,Canet de Mar,0,Home,Positiu,23
22/04/2020,02,Alt Empordà ,17175,Sant Miquel de Fluvià,0,Home,Positiu,1
22/04/2020,10,Baix Empordà ,17209,Vall-Llobrega,1,Dona,Sospitós,1
22/04/2020,40,Vallès Occidental,08267,Sentmenat,0,Home,Sospitós,1
22/04/2020,20,Gironès,17169,Sant Julià de Ramis,0,Home,Sospitós,2
22/04/2020,34,Selva,17193,Sils,1,Dona,Sospitós,1
22/04/2020,33,Segrià ,25023,Alpicat,1,Dona,Sospitós,3
22/04/2020,09,Baix Ebre,43155,Tortosa,0,Home,Sospitós,2
22/04/2020,13,Barcelonès,08019,Barcelona,0,Home,Sospitós,320
22/04/2020,01,Alt Camp,43161,Valls,0,Home,Sospitós,3
22/04/2020,12,Baix Penedès,43016,L'Arboç,0,Home,Positiu,1
22/04/2020,34,Selva,17095,Lloret de Mar,1,Dona,Positiu,11
22/04/2020,08,Baix Camp,43092,Mont-Roig del Camp,1,Dona,Sospitós,1
22/04/2020,11,Baix Llobregat,08208,Sant Esteve Sesrovires,1,Dona,Sospitós,2
22/04/2020,03,Alt Penedès,08227,Sant Martí Sarroca,0,Home,Sospitós,2
22/04/2020,34,Selva,17202,Tossa de Mar,1,Dona,Positiu,4
22/04/2020,41,Vallès Oriental,08096,Granollers,0,Home,Sospitós,8
22/04/2020,,,,No classificat,0,Home,Positiu,66
22/04/2020,07,Bages,08213,Sant Fruitós de Bages,0,Home,Positiu,1
22/04/2020,36,Tarragonès,43153,Torredembarra,1,Dona,Positiu,1
22/04/2020,39,Aran,25243,Vielha e Mijaran,1,Dona,Positiu,1
22/04/2020,40,Vallès Occidental,08156,Palau-Solità i Plegamans,0,Home,Sospitós,1
22/04/2020,34,Selva,17213,Vidreres,0,Home,Sospitós,1
22/04/2020,07,Bages,08140,Navarcles,1,Dona,Sospitós,3
22/04/2020,07,Bages,08141,Navàs,0,Home,Sospitós,3
22/04/2020,34,Selva,17180,Santa Coloma de Farners,1,Dona,Sospitós,1
22/04/2020,21,Maresme,08029,Cabrera de Mar,1,Dona,Sospitós,1
22/04/2020,20,Gironès,17090,Llambilles,0,Home,Sospitós,1
22/04/2020,11,Baix Llobregat,08263,Sant Vicenç dels Horts,1,Dona,Sospitós,12
22/04/2020,41,Vallès Oriental,08202,Sant Celoni,0,Home,Sospitós,3
22/04/2020,10,Baix Empordà ,17118,Palamós,0,Home,Sospitós,7
22/04/2020,41,Vallès Oriental,08046,Cardedeu,1,Dona,Positiu,2
22/04/2020,41,Vallès Oriental,08088,La Garriga,1,Dona,Sospitós,2
22/04/2020,30,Ribera d'Ebre,43094,Móra la Nova,1,Dona,Sospitós,1
22/04/2020,34,Selva,17150,Riudellots de la Selva,1,Dona,Sospitós,1
22/04/2020,34,Selva,17148,Riudarenes,0,Home,Sospitós,1
22/04/2020,20,Gironès,17155,Salt,0,Home,Sospitós,4
22/04/2020,18,Garrigues,25058,Les Borges Blanques,1,Dona,Sospitós,1
22/04/2020,11,Baix Llobregat,08076,Esparreguera,1,Dona,Sospitós,7
22/04/2020,02,Alt Empordà ,17062,L'Escala,1,Dona,Sospitós,6
22/04/2020,41,Vallès Oriental,08124,Mollet del Vallès,0,Home,Positiu,1
22/04/2020,11,Baix Llobregat,08020,Begues,1,Dona,Sospitós,2
22/04/2020,40,Vallès Occidental,08125,Montcada i Reixac,0,Home,Sospitós,13
22/04/2020,40,Vallès Occidental,08238,Sant Quirze del Vallès,0,Home,Sospitós,1
22/04/2020,42,Moianès,08138,Moià,0,Home,Sospitós,2
22/04/2020,20,Gironès,17186,Sarrià de Ter,1,Dona,Positiu,1
22/04/2020,41,Vallès Oriental,08210,Sant Feliu de Codines,1,Dona,Positiu,1
22/04/2020,34,Selva,17033,Caldes de Malavella,0,Home,Positiu,1
22/04/2020,21,Maresme,08029,Cabrera de Mar,0,Home,Sospitós,1
22/04/2020,25,Pallars Jussà ,25234,Tremp,0,Home,Sospitós,2
22/04/2020,42,Moianès,08070,Collsuspina,1,Dona,Sospitós,1
22/04/2020,08,Baix Camp,43038,Cambrils,0,Home,Positiu,2
22/04/2020,11,Baix Llobregat,08158,El Papiol,0,Home,Sospitós,1
22/04/2020,24,Osona,08112,Manlleu,0,Home,Sospitós,4
22/04/2020,24,Osona,08112,Manlleu,0,Home,Positiu,1
22/04/2020,41,Vallès Oriental,08115,Martorelles,0,Home,Sospitós,2
22/04/2020,41,Vallès Oriental,08202,Sant Celoni,1,Dona,Sospitós,4
22/04/2020,12,Baix Penedès,43140,Santa Oliva,1,Dona,Sospitós,1
22/04/2020,02,Alt Empordà ,17066,Figueres,1,Dona,Sospitós,15
22/04/2020,34,Selva,17009,Arbúcies,0,Home,Sospitós,1
22/04/2020,10,Baix Empordà ,17048,Castell-Platja d'Aro,1,Dona,Sospitós,4
22/04/2020,40,Vallès Occidental,08180,Ripollet,1,Dona,Positiu,2
22/04/2020,02,Alt Empordà ,17102,Maçanet de Cabrenys,0,Home,Positiu,1
22/04/2020,19,Garrotxa,17109,Montagut i Oix,0,Home,Sospitós,2
22/04/2020,36,Tarragonès,43148,Tarragona,1,Dona,Sospitós,22
22/04/2020,42,Moianès,08064,Castellterçol,1,Dona,Sospitós,1
22/04/2020,02,Alt Empordà ,17092,Llançà,0,Home,Sospitós,1
22/04/2020,41,Vallès Oriental,08108,Lliçà de Vall,0,Home,Positiu,1
22/04/2020,21,Maresme,08219,Vilassar de Mar,1,Dona,Sospitós,5
22/04/2020,24,Osona,08100,Gurb,0,Home,Sospitós,30
22/04/2020,38,Urgell,25225,Tornabous,1,Dona,Sospitós,1
22/04/2020,21,Maresme,08009,Argentona,0,Home,Sospitós,1
22/04/2020,40,Vallès Occidental,08291,Vacarisses,1,Dona,Positiu,1
22/04/2020,02,Alt Empordà ,17093,Llers,1,Dona,Positiu,1
22/04/2020,41,Vallès Oriental,08296,Vallromanes,0,Home,Sospitós,1
22/04/2020,12,Baix Penedès,43028,La Bisbal del Penedès,1,Dona,Sospitós,1
22/04/2020,24,Osona,08265,Sant Vicenç de Torelló,0,Home,Sospitós,1
22/04/2020,41,Vallès Oriental,08042,Cànoves i Samalús,0,Home,Sospitós,1
22/04/2020,33,Segrià ,25019,Almacelles,1,Dona,Sospitós,3
22/04/2020,18,Garrigues,25153,Els Omellons,0,Home,Sospitós,2
22/04/2020,33,Segrià ,25033,Artesa de Lleida,0,Home,Positiu,1
22/04/2020,34,Selva,17095,Lloret de Mar,1,Dona,Sospitós,29
22/04/2020,11,Baix Llobregat,08221,Sant Just Desvern,1,Dona,Positiu,1
22/04/2020,24,Osona,08183,Roda de Ter,1,Dona,Sospitós,4
22/04/2020,21,Maresme,08006,Arenys de Mar,1,Dona,Positiu,26
22/04/2020,40,Vallès Occidental,08205,Sant Cugat del Vallès,1,Dona,Positiu,3
22/04/2020,24,Osona,08131,Montesquiu,0,Home,Positiu,3
22/04/2020,11,Baix Llobregat,08089,Gavà,1,Dona,Sospitós,79
22/04/2020,37,Terra Alta,43106,El Pinell de Brai,0,Home,Sospitós,1
22/04/2020,20,Gironès,17044,Cassà de la Selva,1,Dona,Sospitós,4
22/04/2020,40,Vallès Occidental,08260,Santa Perpétua de Mogoda,0,Home,Sospitós,2
22/04/2020,03,Alt Penedès,08222,Sant Llorenç d'Hortons,0,Home,Sospitós,1
22/04/2020,41,Vallès Oriental,08088,La Garriga,0,Home,Positiu,1
22/04/2020,11,Baix Llobregat,08056,Castelldefels,1,Dona,Sospitós,21
22/04/2020,11,Baix Llobregat,08169,El Prat de Llobregat,0,Home,Sospitós,9
22/04/2020,09,Baix Ebre,43903,Camarles,1,Dona,Sospitós,1
22/04/2020,24,Osona,08285,Torelló,0,Home,Sospitós,3
22/04/2020,36,Tarragonès,43131,Roda de Berà,1,Dona,Sospitós,1
22/04/2020,06,Anoia,08102,Igualada,0,Home,Sospitós,7
22/04/2020,19,Garrotxa,17207,La Vall d'En Bas,1,Dona,Sospitós,6
22/04/2020,07,Bages,08213,Sant Fruitós de Bages,1,Dona,Sospitós,6
22/04/2020,10,Baix Empordà ,17181,Santa Cristina d'Aro,0,Home,Sospitós,1
22/04/2020,21,Maresme,08261,Santa Susanna,1,Dona,Sospitós,1
22/04/2020,19,Garrotxa,17149,Riudaura,1,Dona,Sospitós,1
22/04/2020,41,Vallès Oriental,08135,Montmeló,0,Home,Sospitós,1
22/04/2020,34,Selva,17033,Caldes de Malavella,0,Home,Sospitós,15
22/04/2020,09,Baix Ebre,43901,Deltebre,0,Home,Sospitós,12
22/04/2020,11,Baix Llobregat,08077,Esplugues de Llobregat,0,Home,Sospitós,2
22/04/2020,10,Baix Empordà ,17118,Palamós,1,Dona,Sospitós,12
22/04/2020,19,Garrotxa,17165,Sant Jaume de Llierca,1,Dona,Sospitós,1
22/04/2020,19,Garrotxa,17114,Olot,1,Dona,Sospitós,55
22/04/2020,41,Vallès Oriental,08108,Lliçà de Vall,1,Dona,Sospitós,2
22/04/2020,07,Bages,08213,Sant Fruitós de Bages,1,Dona,Positiu,1
22/04/2020,20,Gironès,17089,Llagostera,1,Dona,Positiu,1
22/04/2020,01,Alt Camp,43108,El Pla de Santa Maria,0,Home,Sospitós,1
22/04/2020,36,Tarragonès,43109,La Pobla de Mafumet,0,Home,Sospitós,1
22/04/2020,40,Vallès Occidental,08120,Matadepera,1,Dona,Positiu,1
22/04/2020,41,Vallès Oriental,08259,Santa Maria de Palautordera,1,Dona,Sospitós,2
22/04/2020,41,Vallès Oriental,08088,La Garriga,0,Home,Sospitós,1
22/04/2020,40,Vallès Occidental,08125,Montcada i Reixac,1,Dona,Positiu,3
22/04/2020,21,Maresme,08040,Canet de Mar,0,Home,Sospitós,4
22/04/2020,36,Tarragonès,43111,La Pobla de Montornès,1,Dona,Sospitós,1
22/04/2020,10,Baix Empordà ,17022,La Bisbal d'Empordà,1,Dona,Sospitós,4
22/04/2020,01,Alt Camp,43005,Alcover,0,Home,Sospitós,1
22/04/2020,07,Bages,08113,Manresa,1,Dona,Sospitós,25
22/04/2020,20,Gironès,17049,Celrà,0,Home,Positiu,1
22/04/2020,21,Maresme,08118,El Masnou,1,Dona,Positiu,1
22/04/2020,41,Vallès Oriental,08124,Mollet del Vallès,0,Home,Sospitós,6
22/04/2020,24,Osona,08298,Vic,0,Home,Positiu,3
22/04/2020,06,Anoia,08162,Els Hostalets de Pierola,0,Home,Sospitós,2
22/04/2020,40,Vallès Occidental,08180,Ripollet,1,Dona,Sospitós,6
22/04/2020,40,Vallès Occidental,08167,Polinyà,1,Dona,Positiu,1
22/04/2020,02,Alt Empordà ,17062,L'Escala,0,Home,Sospitós,3
22/04/2020,13,Barcelonès,08015,Badalona,1,Dona,Sospitós,67
22/04/2020,36,Tarragonès,43907,La Canonja,0,Home,Sospitós,1
22/04/2020,02,Alt Empordà ,17066,Figueres,0,Home,Positiu,3
22/04/2020,01,Alt Camp,43161,Valls,1,Dona,Sospitós,2
22/04/2020,14,Berguedà ,08092,Gironella,1,Dona,Positiu,1
22/04/2020,41,Vallès Oriental,08134,Figaró-Montmany,1,Dona,Sospitós,1
22/04/2020,40,Vallès Occidental,08187,Sabadell,0,Home,Sospitós,32
22/04/2020,41,Vallès Oriental,08041,Canovelles,1,Dona,Sospitós,4
22/04/2020,11,Baix Llobregat,08073,Cornellà de Llobregat,0,Home,Sospitós,14
22/04/2020,11,Baix Llobregat,08200,Sant Boi de Llobregat,1,Dona,Sospitós,22
22/04/2020,27,Pla d'Urgell,25122,Linyola,0,Home,Sospitós,1
22/04/2020,11,Baix Llobregat,08208,Sant Esteve Sesrovires,0,Home,Positiu,1
22/04/2020,19,Garrotxa,17200,Tortellà,1,Dona,Sospitós,1
22/04/2020,13,Barcelonès,08194,Sant Adrià del Besòs,1,Dona,Sospitós,11
22/04/2020,31,Ripollès,17167,Sant Joan de les Abadesses,1,Dona,Sospitós,2
22/04/2020,12,Baix Penedès,43051,Cunit,1,Dona,Sospitós,27
22/04/2020,06,Anoia,08250,Santa Margarida de Montbui,0,Home,Sospitós,2
22/04/2020,11,Baix Llobregat,08301,Viladecans,0,Home,Positiu,1
22/04/2020,41,Vallès Oriental,08248,Santa Eulàlia de Ronçana,1,Dona,Positiu,1
22/04/2020,10,Baix Empordà ,17048,Castell-Platja d'Aro,0,Home,Sospitós,3
22/04/2020,33,Segrià ,25228,Torrefarrera,0,Home,Sospitós,2
22/04/2020,27,Pla d'Urgell,25158,El Palau d'Anglesola,1,Dona,Sospitós,1
22/04/2020,21,Maresme,08126,Montgat,0,Home,Positiu,1
22/04/2020,21,Maresme,08110,Malgrat de Mar,0,Home,Sospitós,3
22/04/2020,03,Alt Penedès,08273,Subirats,0,Home,Sospitós,1
22/04/2020,06,Anoia,08044,Capellades,1,Dona,Sospitós,1
22/04/2020,41,Vallès Oriental,08234,Sant Pere de Vilamajor,0,Home,Positiu,1
22/04/2020,41,Vallès Oriental,08088,La Garriga,1,Dona,Positiu,1
22/04/2020,18,Garrigues,25029,Arbeca,1,Dona,Sospitós,1
22/04/2020,15,Cerdanya,17141,Puigcerdà,1,Dona,Sospitós,1
22/04/2020,24,Osona,08298,Vic,1,Dona,Sospitós,3
22/04/2020,19,Garrotxa,17109,Montagut i Oix,1,Dona,Sospitós,3
22/04/2020,27,Pla d'Urgell,25052,Bellvís,1,Dona,Sospitós,1
22/04/2020,09,Baix Ebre,43901,Deltebre,1,Dona,Sospitós,48
22/04/2020,21,Maresme,08230,Premià de Dalt,1,Dona,Sospitós,2
22/04/2020,12,Baix Penedès,43037,Calafell,1,Dona,Sospitós,2
22/04/2020,34,Selva,17146,Riells i Viabrea,1,Dona,Positiu,1
22/04/2020,41,Vallès Oriental,08033,Caldes de Montbui,1,Dona,Sospitós,2
22/04/2020,03,Alt Penedès,08085,Font-Rubí,1,Dona,Sospitós,1
22/04/2020,20,Gironès,17142,Quart,1,Dona,Sospitós,3
22/04/2020,11,Baix Llobregat,08114,Martorell,1,Dona,Sospitós,5
22/04/2020,41,Vallès Oriental,08159,Parets del Vallès,1,Dona,Sospitós,3
22/04/2020,05,Alta Ribagorça,25173,El Pont de Suert,0,Home,Sospitós,3
22/04/2020,36,Tarragonès,43171,Vila-Seca,0,Home,Positiu,3
22/04/2020,42,Moianès,08138,Moià,1,Dona,Sospitós,6
22/04/2020,21,Maresme,08214,Vilassar de Dalt,1,Dona,Sospitós,3
22/04/2020,17,Garraf,08231,Sant Pere de Ribes,1,Dona,Positiu,3
22/04/2020,36,Tarragonès,43126,La Riera de Gaià,1,Dona,Sospitós,1
22/04/2020,23,Noguera,25040,Balaguer,0,Home,Sospitós,3
22/04/2020,03,Alt Penedès,08240,Sant Sadurní d'Anoia,0,Home,Sospitós,1
22/04/2020,14,Berguedà ,08166,La Pobla de Lillet,1,Dona,Sospitós,18
22/04/2020,34,Selva,17202,Tossa de Mar,0,Home,Sospitós,5
22/04/2020,07,Bages,08038,Callús,1,Dona,Sospitós,2
22/04/2020,10,Baix Empordà ,17160,Sant Feliu de Guíxols,1,Dona,Sospitós,9
22/04/2020,14,Berguedà ,08166,La Pobla de Lillet,0,Home,Sospitós,4
22/04/2020,40,Vallès Occidental,08180,Ripollet,0,Home,Sospitós,5
22/04/2020,02,Alt Empordà ,17042,Capmany,1,Dona,Sospitós,1
22/04/2020,34,Selva,17148,Riudarenes,0,Home,Positiu,1
22/04/2020,41,Vallès Oriental,08296,Vallromanes,1,Dona,Sospitós,1
22/04/2020,09,Baix Ebre,43104,El Perelló,0,Home,Sospitós,1
22/04/2020,11,Baix Llobregat,08263,Sant Vicenç dels Horts,0,Home,Sospitós,19
22/04/2020,36,Tarragonès,43050,Creixell,1,Dona,Sospitós,1
22/04/2020,40,Vallès Occidental,08260,Santa Perpétua de Mogoda,1,Dona,Positiu,1
22/04/2020,40,Vallès Occidental,08252,Barberà del Vallès,0,Home,Sospitós,3
22/04/2020,14,Berguedà ,08022,Berga,1,Dona,Sospitós,9
22/04/2020,40,Vallès Occidental,08051,Castellar del Vallès,0,Home,Sospitós,5
22/04/2020,11,Baix Llobregat,08001,Abrera,1,Dona,Sospitós,4
22/04/2020,20,Gironès,17049,Celrà,1,Dona,Sospitós,2
22/04/2020,22,Montsià ,43004,Alcanar,1,Dona,Sospitós,1
22/04/2020,02,Alt Empordà ,17152,Roses,0,Home,Sospitós,14
22/04/2020,19,Garrotxa,17114,Olot,0,Home,Sospitós,22
